"Средняя зарплата","published_at","salary_from Замена","salary_to Замена","дата без времени","id","name","has_test","response_letter_required","salary_currency","created_at","parsed_at","url","employer_name","description","alternate_url","area_id","area_name","salary_from Заменен","salary_to Заменен","salary_gross"
"120000","2021-07-06 12:02:09+00","120000","120000","","44148274","Бизнес-аналитик","","","RUR","2021-07-06 12:02:09+00","2021-07-08 11:10:54.809326+00","https://api.hh.ru/vacancies/44148274?host=hh.ru","Евросвет","<p><strong>Обязанности:</strong></p> <ul> <li> <p>Анализ, составление и согласование бизнес-процессов;</p> </li> <li> <p>Подготовка, верификация бизнес-требований по задачам направления;</p> </li> <li> <p>Написание и согласование нормативной документации по процессу;</p> </li> <li> <p>Методологическое сопровождение процесса на всем его жизненном цикле;</p> </li> <li> <p>Постановка ТЗ для IT подразделения;</p> </li> <li> <p>Принятие решения о запуске продукта на бой;</p> </li> <li> <p>Сбор и предоставление информации на риск-комитете;</p> </li> <li> <p>Организация и курирование процессов тестирования, проведение приемочного тестирования;</p> </li> <li> <p>Взаимодействие со смежными подразделениями при разработке бизнес-процессов.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы бизнес-аналитиком/бизнес-технологом (Желателен опыт работы в области разработки, построения и оптимизации бизнес-процессов в крупной торговой компании)</li> <li>Образование высшее (техническое, экономическое, финансовое, менеджмент, бизнес-информатика);</li> <li>ПК продвинутый пользователь MS Excel, MS Visio</li> <li>Знание общих принципов и правил работы коммерческой организации, сбытовых процессов и B2B продаж</li> <li>Знание основ методологии (методики сбора, оценки и анализа информации)</li> <li>Системный подход в решении поставленных задач</li> <li>Опыт аналитической работы</li> <li>Грамотное изложение своих мыслей в устной и письменной речи, хорошие коммуникативные навыки</li> <li> <p>Опыт методологического сопровождения процессов.</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График: с 09.00 до 18.00 (суббота, воскресенье - выходные дни)</li> <li>Вкусные обеды (собственная корпоративная столовая), чай/кофе, программы обучения, корпоративы</li> <li>Скидки на продукцию ГК</li> <li>Подарки на День Рождения, Новый год, 8 марта и 23 февраля</li> <li>Прекрасный офис (шаговая доступность от ст. Щербинка (МЦД), либо на маршрутном такси от ст. метро Бульвар Дмитрия Донского)</li> </ul>","https://hh.ru/vacancy/44148274","1","Москва","","","FALSE"
"75000","2021-05-22 12:57:09+00","60000","90000","","43122269","Системный аналитик (Бизнес-аналитик)","","1","RUR","2021-05-22 12:57:09+00","2021-05-23 11:07:39.946516+00","https://api.hh.ru/vacancies/43122269?host=hh.ru","Фортис Технологии","<p>Ищем системного аналитика в сферу разработки информационных систем (с практическим опытом проектирования и внедрения ПО).</p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Сбор требований по разработке/ доработке программного обеспечения</li> <li>Формализация и согласование требований с представителями заказчика (описание бизнес-процессов, структур данных, протипирование интерфейсов)</li> <li>Постановка задач разработчикам, приемка выполненных разработок</li> <li>Обеспечение внедрения программных продуктов компании</li> <li>Взаимодействие со службой технической поддержки</li> <li>Участие в подготовке документации (спецификация, техническое задание, пояснительная записка, рабочие инструкции и т.п.)</li> <li>Проведение презентаций</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы: по профилю от 1 года или стажер</li> <li>Умение структурировать полученную информацию и четко излагать свои мысли</li> <li>Общее понимание концепций баз данных, общих принципов проектирования программного обеспечения</li> <li>Владение методиками описания бизнес-процессов,</li> <li>Образование: высшее техническое /экономическое</li> <li>Владение ПК на уровне квалифицированного пользователя, владение стандартными средствами MS Office (Word, Excel, PP, Visio, Project)</li> <li>Иностранные языки: английский технический на уровне, достаточном для работы на ПК</li> <li>Аккуратность, пунктуальность, ответственность, умение работать на результат</li> <li>Письменная грамотность</li> <li>Опрятный вид</li> </ul> <p><strong>Желательно:</strong></p> <ul> <li>Знакомство со стандартами ГОСТ в сфере ИТ</li> <li>Знание законодательства в сфере государственных закупок (44-ФЗ) и защиты информации</li> <li>Знание методик описания бизнес-процессов (UML, ARIS и т.п.)</li> <li>Опыт работы с государственными организациями</li> <li>Готовность к командировкам (не более 10 % рабочего времени)</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>Постоянная работа</li> <li>Возможность профессионального и карьерного роста</li> <li>Возможно обучение основам профессии</li> <li>Сплоченный молодой коллектив, нацеленный на решение поставленных задач</li> <li>Соблюдение требований Трудового законодательства, социальный пакет (оплата отпусков и больничных)</li> <li>Заработная плата обговаривается по результатам собеседования</li> <li>Работа в офисе, частично допускается удаленный формат</li> </ul> <div> </div>","https://hh.ru/vacancy/43122269","1","Москва","","","FALSE"
"10000","2021-06-11 05:37:51+00","0","10000","","45391318","Бизнес-аналитик","","1","RUR","2021-06-11 05:37:51+00","2021-06-14 03:09:07.131549+00","https://api.hh.ru/vacancies/45391318?host=hh.ru","Центр Мир","<p><strong>Полностью удаленная работа. Неполный рабочий день. </strong></p> <p><strong>Чем предстоит заниматься: </strong></p> <ul> <li>Анализ бизнес-процессов зарубежного рынка</li> <li>Многостороннее исследование тенденций и инноваций</li> <li>Еженедельные отчеты по найденной информации</li> </ul> <p><strong>От Вас требуется: </strong></p> <ul> <li>Ответственность и тактичность</li> <li>Английский не ниже уровня intermediate ​</li> <li>​​​​​​Творческий подход</li> <li>Пунктуальность и интерес к исследованиям</li> <li>Умение анализировать и собирать информацию из различных источников</li> <li>Опыт работы в сфере анализа данных будет преимуществом</li> </ul> <p><strong>Мы предоставляем: </strong></p> <ul> <li>Знания и опыт</li> <li>Дружный и сплоченный коллектив</li> <li>Оклад 10 000 рублей в месяц</li> <li>Свободный график</li> </ul> <p>В начале сопроводительного письма поставьте цифру 3, а в самом письме расскажите о Ваших знаниях и компетенциях в анализе информации</p>","https://hh.ru/vacancy/45391318","53","Краснодар","1","","TRUE"
"100000","2021-10-21 09:21:59+00","80000","120000","","48239966","Бизнес-аналитик","","","RUR","2021-10-21 09:21:59+00","2021-10-24 07:09:19.738435+00","https://api.hh.ru/vacancies/48239966?host=hh.ru","E-Franch","<p>Привет, наша компания называется E-franch. Мы занимаемся масштабированием бизнеса. Одно из направлений нашей деятельности это - стандартизация, регламентация и структурирование различных бизнес процессов, происходящих в компаниях.<br />На этом направлении у нас команда из 2х проджект менеджеров, 2х методологов и 3 копирайтеров. И у нас сейчас проектов больше чем может переработать наша команда и мы ищем новых методологов.</p> <p><br />В чем заключается суть работы:</p> <p>Путем дистанционной работы с клиентом, через запрос документов и интервьюирование необходимо:<br /><br />1) Описывать бизнес процессы происходящие в компании ежедневно (процедура создания услуги/продукта, описание процедуры подбора менеджера по продажам, описание процедуры встречи с клиентом и т.д).</p> <p>2) Оцифровывать ключевые показатели компании: время выполнения работы, качественный показатель подбора персонала, подбора новой локации для открытия новой точки и т.д.</p> <p>3) Создание должностных инструкций в компании, либо изменение.</p> <p>Представьте что есть некая небольшая компания которая вполне успешный бизнес, но в которой вообще ничего не описано, не стандартов на бумаге, должностных инструкций, описанных бизнес процессов, таких как подбор персонала например. И нам это все необходимо сделать.</p> <p>Работа в паре с копирайтером. Вы интервьюируете клиента по нему чек листу, запись скидываете копирайтеру, копирайтер оформляет все в документы и сбрасывает на проверку вам.</p> <p>Работа супер подходит для тех кто любит все стандартизировать, кто любит свою профессию и постоянно хочет в ней улучшаться. Ведь вся наша команда именно такая - профессионалы, которые любят свою работу. Которые хотят сделать своих клиентов максимально эффективными.</p> <p>Мы ценим скорость работы и уровень проработка продукта который вы создаете, потому-что от этого зависит дальнейшее развитие бизнеса клиента.</p> <p><strong>Условия:</strong></p> <ul> <li>Работа удаленно</li> <li>5/2 с 10:00 до 19:00 по вашему времени</li> <li>сдельная оплата по проектам</li> <li>обучение</li> <li>поддержка</li> <li>работа в крутой команде</li> </ul>","https://hh.ru/vacancy/48239966","4","Новосибирск","","","FALSE"
"47500","2021-04-19 08:55:30+00","40000","55000","","43994733","Бизнес-аналитик (стажер)","","","RUR","2021-04-19 08:55:30+00","2021-04-22 07:08:49.500957+00","https://api.hh.ru/vacancies/43994733?host=hh.ru","WSS-Consulting","<p>В компанию WSS-Consulting (Москва), занимающуюся разработкой и внедрением собственных продуктов автоматизации бизнеса, требуется <strong>аналитик в отдел внедрения системы электронного документооборота WSS Docs.</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Настройка бизнес-процессов в системе электронного документооборота (СЭД) WSS Docs</li> <li>Тестирование дополнительных модулей, бизнес-процессов в системе WSS Docs</li> <li>Создание проектной документации (инструкции, спецификации)</li> <li>Участие в проектах по внедрению WSS Docs</li> </ul> <strong>Требования:</strong> <ul> <li>Аналитический склад ума</li> <li>Приветствуется знание одной из областей знаний: SQL, HTML, C++/C#/Java</li> <li>Знакомство с корпоративными информационными системами, желательно с СЭД</li> <li>Приветствуется опыт работы в проектах по внедрению корпоративных систем</li> <li>Законченное высшее образование</li> <li>Умение писать логически выверенные и понятные документы</li> <li>Отличное знание ПК, офисных приложений</li> <li>Пунктуальность, ответственность; способность самостоятельно решать поставленные задачи</li> <li>Обучаемость, стремление развиваться, получать новые знания</li> <li>Желание развиваться в ИТ</li> </ul> <strong>Условия:</strong> <ul> <li>Полный рабочий день с 10 до 19, с ПН по ПТ</li> <li>Офис находится в 50м от м. Нагатинская</li> <li>Молодой, профессиональный коллектив</li> <li>Интересные задачи, возможность проявить себя</li> <li><strong>Заработная плата на испытательный срок (3 месяца): 40 000 - 55 000 в зависимости от ваших знаний и опыта, далее повышается по мере развития</strong></li> </ul>","https://hh.ru/vacancy/43994733","1","Москва","","","FALSE"
"200000","2021-10-26 15:58:03+00","200000","200000","","49164352","Бизнес-аналитик","","","RUR","2021-10-26 15:58:03+00","2021-10-29 15:00:13.908525+00","https://api.hh.ru/vacancies/49164352?host=hh.ru","Ешь Деревенское","<p>В дружную команду Ешь Деревенское – единственный в России foodtech бизнес</p> <p>«с человеческим лицом»☺ ищем единомышленника, бизнес-аналитика.</p> <p>Наша цель – стать брендом № 1 для всех людей в России, кто хочет питаться настоящими фермерскими продуктами, проявлять заботу о себе, своих близких фермерах-предпринимателях, честно развивающих свой бизнес в России.</p> <ul> <li>Задач будет много, и они интересные!</li> <li>Работа в молодой быстро развивающейся амбициозной компании.</li> <li>Нет бюрократии, мы гибкие в принятии решений</li> </ul> <p><strong>Обязанности:</strong></p> <p>Оцифровка бизнес-процессов, доработка и поддержка финансовой модели компании;</p> <p>Аудит дашбордов отделов компании. Сопровождение перехода компании на Power BI;</p> <p>Формирование аналитических отчетов для собственников компании;</p> <p><strong>Мы ждем, что вы:</strong></p> <ul> <li>имеете высшее техническое образование;</li> <li>хорошо знаете математику и владеете основами статистики;</li> <li>отлично владеете SQL;</li> <li>имеете представление об инструментах автоматической отчетности, таких как Power BI;</li> <li>не боитесь осваивать новые технологии;</li> <li>умеете видеть за числами физический смысл и находить причины явлений;</li> <li>умеете аргументированно и доступно отстаивать собственную точку зрения.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Достойный уровень заработной платы (обсуждается индивидуально)<br />много интересных задач, есть где наращивать компетенцию;<br />отличная возможность построить карьеру;<br />Гибридный график: и в офисе, и дома<br />Главный офис компании находится в г. Дубна, своя парковка;<br />и постоянная 20% скидка для всех сотрудников на реализуемую компанией продукцию;</li> </ul> <p> </p> <p> </p>","https://hh.ru/vacancy/49164352","1","Москва","","","FALSE"
"135000","2021-06-13 09:39:06+00","120000","150000","","45107360","Бизнес-аналитик","","","RUR","2021-06-13 09:39:06+00","2021-06-15 07:10:53.037899+00","https://api.hh.ru/vacancies/45107360?host=hh.ru","Тулстрек","<p>Мы - команда специалистов, которая делает большие проекты в которые входит как реинжиниринг процессов, так и последующая их автоматизация.<br />Мы работаем со стеком Atlassian и готовы обучить вас этим продуктам.</p> <p>Если вы хотите увидеть как зажил ваш процесс у заказчика, то нам по пути :)</p> <p> </p> <p><strong>Обязанности:</strong></p> <p>∙ Формализация требований от бизнес-заказчика к продукту c учетом методологии разработки Agile;</p> <p>∙ Разработка, согласование и оформление требований, управление требованиями;</p> <p>∙ Поддержание в актуальном состоянии существующей документации;</p> <p>∙ Взаимодействие с командой и отражение полученных данных в документации;</p> <p>∙ Проверка функциональности на предмет соответствия требованиям;</p> <p>∙ Исследование предметной области и сбор недостающей информации у заказчика.</p> <p> </p> <p><strong>Требования:</strong></p> <p>∙ Грамотная устная и письменная речь;</p> <p>∙ Краткость и ясность изложения;</p> <p>∙ Опыт работы в IT-компании или IT-подразделениях крупных коммерческих компаний;<br />∙ Английский язык;<br />∙ Высшее образование.</p> <p>Приветствуется:</p> <p>∙ Умение быстро ориентироваться в различных предметных областях;</p> <p>∙ Высокая обучаемость и нацеленность на конечный результат.</p> <p>∙ Знание средств ведения документации в вики-системе Confluence;<br />∙ Знание JIRA;</p> <p> </p> <p>Условия:</p> <p> </p> <p>∙ белая компания, трудоустройство, оформление больничных и отпусков согласно ТК РФ</p> <p>∙ ДМС после прохождения испытательного срока</p> <p>∙ офис в Москве, работа чаще у нас, иногда - у заказчика</p> <p>∙ компенсация обучения и сертификации</p>","https://hh.ru/vacancy/45107360","1","Москва","","","FALSE"
"135000","2021-04-29 11:42:55+00","120000","150000","","42985550","Бизнес-аналитик (логистика)","","","RUR","2021-04-29 11:42:55+00","2021-05-02 11:11:30.328064+00","https://api.hh.ru/vacancies/42985550?host=hh.ru","Снежная Королева","<p><strong>Обязанности:</strong></p> <ul> <li>Разработка и описание бизнес-процессов логистики (склад, транспортные подразделения и т.п.)</li> <li>Участие в проектировании процессов и внедрении WMS</li> <li>Участие в оптимизации и проектировании бизнес-процессов в качестве инициатора</li> <li>Анализ корректности функционирования бизнес-процессов</li> <li>Участие в проектах внедрения систем автоматизации (wms, tms и т.п.)</li> <li>Участие в проекте внедрения СМК</li> <li>Участие в написании регламентов, инструкций в качестве эксперта</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Образование: высшее, в логистике большое преимущество</li> <li>Опыт работы в аналогичной должности: от 3 лет</li> <li>Навыки: описание БП, системное мышление</li> <li>Уверенное владение ПК (1С, 1С WMS, VISIO, EXCEL)</li> <li>Личностные качества: инициативность, нацеленность на результат, аккуратность, внимательность</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Комфортный офис в 5-ти минутах от метро Кутузовская</li> <li>Оформление по ТК РФ</li> <li>График работы: 5/2 (с 09.00 до 18.00 или с 10.00 до 19.00 в пятницу сокращенный день на 1 час)</li> <li>Официальная заработная плата</li> <li>Корпоративный тариф на кредитование, страхование</li> <li>Корпоративные скидки от 30% до 50% на продукцию компании</li> <li>Компенсация ДМС в зависимости от стажа</li> <li>Профессиональный рост и развитие</li> <li>Активное обучение (семинары, тренинги).</li> </ul> <p>*Просим указывать уровень зарплатных ожиданий</p>","https://hh.ru/vacancy/42985550","1","Москва","","","FALSE"
"130000","2021-07-24 00:56:46+00","120000","140000","","46250247","Бизнес-аналитик","","","RUR","2021-07-24 00:56:46+00","2021-07-26 19:14:35.599388+00","https://api.hh.ru/vacancies/46250247?host=hh.ru","KRK Group","<p><em><strong>Международная группа компаний в проект по разработке программного обеспечения для современной образовательной онлайн-платформы</strong></em></p> <p><em><strong>ИЩЕТ</strong></em></p> <p><em><strong>бизнес-аналитика, обладающего аналитическим структурным мышлением и глубоким пониманием принципов разработки ПО и моделирования бизнес-процессов.</strong></em></p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>подготовка функционально-технических требований, технических заданий;</p> </li> <li> <p>разработка проектной и эксплуатационной документации, регламентирующих документов;</p> </li> <li> <p>участие в пользовательских тестированиях разработанных IT-решений;</p> </li> <li> <p>постановка задач на реализацию разработчикам ПО и контроль хода выполнения;</p> </li> <li> <p>взаимодействие внутри проектной команды и приемка результатов работ с внутренним заказчиком (умение вести коммуникацию, четко и просто доносить мысли, собирать информацию об основных потребностях);</p> </li> <li> <p>анализ и описание бизнес-процессов;</p> </li> <li> <p>сбор и формализация бизнес-требований;</p> </li> <li> <p>подготовка текущих и финальных отчетов для руководителя проекта.</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>успешный опыт работы в качестве бизнес-аналитика от 2 лет в IT-сфере (продукты по разработке ПО);</p> </li> <li> <p>высшее образование (физико-математическое, инженерное, информационные технологии);</p> </li> <li> <p>опыт разработки продуктовых и технических требований;</p> </li> <li> <p>понимание принципов разработки ПО;</p> </li> <li> <p>знание методологии моделирования бизнес-процессов;</p> </li> <li> <p>умение критически мыслить и систематизировать большие объемы информации.</p> </li> </ul> <strong>Условия:</strong> <ul> <li> <p>полная занятость;</p> </li> <li> <p>комфортные условия работы;</p> </li> <li> <p>удаленный формат работы;</p> </li> <li> <p>оформление по ТК и ГПД (самозанятость, ИП);</p> </li> <li> <p>распределенная команда профессионалов;</p> </li> <li> <p>стремительное развитие проекта и новых продуктов;</p> </li> <li> <p>возможность быстрого роста в проекте.</p> </li> </ul>","https://hh.ru/vacancy/46250247","1","Москва","","","TRUE"
"150000","2021-04-08 08:23:10+00","150000","150000","","43715963","Аналитик управленческой отчетности/Бизнес-аналитик","","","RUR","2021-04-08 08:23:10+00","2021-04-09 02:59:48.605345+00","https://api.hh.ru/vacancies/43715963?host=hh.ru","Компания ПЭК","<strong>Обязанности:</strong> <ul> <li>Лидирование проекта внедрения Управленческой отчётности 1С Управление холдингом со стороны Финансового департамента и Бухгалтерии, взаимодействие с ДИТ и Внешним провайдером.</li> <li>Составление и утверждение методологии УУ на базе БУ.</li> <li>Анализ текущих процессов и систем, формирование ТЗ для изменений в Операционных системах (Пегас, ЗУП, 1С Корп, Фенайс и пр).</li> <li>Унификация и структурирование всей НСИ, статей затрат и справочников в БУ и УУ системах.</li> <li>Разработка требований к интерфейсу, формам отчётов и их детализации.</li> <li>Тестирование результатов работы разработчиков и провайдера.</li> <li>Обучение сотрудников компании новым процессам.</li> <li>Оперативная отчетность по запросу Менеджмента.</li> <li>Активное взаимодействие и тесное общение с бизнесом.</li> <li>Участие в проектах по улучшениям и оптимизациям бизнес-процессов и систем.</li> </ul> <strong>Требования:</strong> <ul> <li>Финансовое, бухгалтерское, экономическое высшее образование;</li> <li>Опыт работы в должности аналитик, экономист не менее 3 лет;</li> <li>Знание процесса бюджетирования, финансового анализа, принципов формирования управленческой отчетности и бухгалтерского учета (PL, Баланс, ДДС);</li> <li>Навыки и склонность к аналитической работе;</li> <li>Умение работать с большими объемами информации и в режиме многозадачности;</li> <li>Способность самостоятельно находить пути решения поставленных задач;</li> <li>Профессиональный уровень знания Ms Excel (сложные формулы для работы с большими массивами данных, сводные таблицы, построение расчетных моделей, работа со статистическими функциями);</li> <li>Уверенный пользователь MS PowerPoint.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в федеральной компании, занимающей лидирующие позиции на рынке в своем сегменте;</li> <li>Возможность карьерного роста и профессионального развития;</li> <li>Оформление по ТК РФ;</li> <li>Корпоративное обучение;</li> <li>Льготный фитнес;</li> <li>Скидки от партнеров (развлечения, шоппинг, услуги);</li> <li>Бесплатная парковка;</li> <li>Компенсация питания 50%;</li> <li>Корпоративные мероприятия;</li> <li>Корпоративный автобус от м. Марксистская (15 мин до офиса);</li> <li>Место работы: Москва, 2-я Мелитопольская улица, 12с6, м. Бульвар Адмирала Ушакова, м. Улица Скобелевская;</li> <li>График работы 5/2 с 09:00 до 18:00.</li> </ul>","https://hh.ru/vacancy/43715963","1","Москва","","","TRUE"
"200000","2021-04-15 15:10:56+00","0","200000","","43199226","Бизнес-аналитик/Специалист по BPMN","","","RUR","2021-04-15 15:10:56+00","2021-04-18 15:10:06.062057+00","https://api.hh.ru/vacancies/43199226?host=hh.ru","SF Education","<p>Онлайн Университет SF EDUCATION который обучает С 2014 ГОДА в поиске</p> <p><strong>специалиста по BPMN</strong></p> <p><strong>Требования:</strong></p> <p>- Вы сертифицированный специалист по BPMN;<br />- Вы на практике применяете все свои знания;<br />- У вас Большое желание поделиться своим опытом.</p> <p><strong>Обязанности:</strong></p> <p>- Очное и онлайн обучение студентов SF EDUCATION г.Москва</p> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>Длительность курса +- 20 часов;</li> <li>Лекции (онлайн,очные) всегда в выходные дни;</li> <li>Официальная и своевременная оплата согласно курсу обучения.</li> <li>ВОЗМОЖНОСТЬ совмещать с основной работой.</li> </ul>","https://hh.ru/vacancy/43199226","1","Москва","1","","TRUE"
"40000","2021-06-15 16:28:44+00","30000","50000","","45470966","Бизнес-аналитик тендерного отдела (удаленно)","","","RUR","2021-06-15 16:28:44+00","2021-06-16 15:10:26.858613+00","https://api.hh.ru/vacancies/45470966?host=hh.ru","MeBot 24","<p><strong>«MeBot24»</strong> российская IT-компания, которая разрабатывает системы управления проектами и персоналом на основе искусственного интеллекта для российского и международного рынка. Мы быстро развиваемся и к концу 2021 года планируем выход на англоязычный рынок. Чтобы это произошло с опережением сроков, нам необходим новый Сообщник - технический аналитик!</p> <p>В связи с увеличением объемов работ, мы ищем в штат &quot;технического аналитика тендерного отдела&quot; на полный рабочий день. Наши квалифицированные специалисты готовы поделиться с Вами своими знаниями и передать Вам свой колоссальный опыт. </p> <p><strong>Задачи:</strong></p> <ul> <li> <p>Технический анализ закупочной документации, выявление экономической целесообразности участия в закупке;</p> </li> <li> <p>Предоставление руководству информации, необходимой для формирования финансовых предложений;</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Опыт работы в качестве IT-аналитика не менее года;</p> </li> <li> <p>Опыт работы тендерным специалистом не обязателен но будет плюсом;</p> </li> <li> <p>Знание принципов работы Web-сервисов,</p> </li> <li> <p>Грамотная письменная речь, умение готовить официальные письма в государственные органы власти.</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>Оклад + премия за успешно проделанную работу в срок,</p> </li> <li> <p>График работы 5/2, выходные дни - суббота, воскресенье и государственные праздники,</p> </li> <li> <p>Оформление по ТК РФ, либо по договору подряда;</p> </li> <li> <p>Удаленная работа - создайте свой мини-офис у себя дома и зарабатывайте, не выходя из него.</p> </li> </ul>","https://hh.ru/vacancy/45470966","1","Москва","","","TRUE"
"60000","2021-07-15 11:58:40+00","40000","80000","","46123138","Бизнес-аналитик","","","RUR","2021-07-15 11:58:40+00","2021-07-16 07:12:41.603741+00","https://api.hh.ru/vacancies/46123138?host=hh.ru","Ельмикеев Евгений Иванович","<p>«СРМ-Решение» – официальный партнёр amoCRM. Мы входим в топ-20 интеграторов, специализируемся на автоматизации отделов продаж и построении отчётности.</p> <p>Работаем с клиентами по всему миру и имеем более 200 выполненных проектов.</p> <p>Сейчас мы растём, увеличиваем чек и количество проектов, поэтому расширяем штат. Готовы обучить всему с нуля и даём возможность вертикального роста, ждём от Вас амбиций и инициативности.</p> <p><strong>Чем предстоит заниматься:</strong></p> <p>– проводить аудиты amoCRM для клиентов;</p> <p>– разбираться в amoCRM и уметь подобрать правильное решение под задачу;</p> <p>– внедрять бизнес-процессы под разных клиентов;</p> <p>– разбираться в партнёрских сервисах (лендинги, телефония, система сквозной аналитики) и уметь интегрировать их с amoCRM;</p> <p>– описывать технические задания и сотрудничать с разработкой.</p> <p><strong>Мы ожидаем, что вы:</strong></p> <p>– умеете грамотно выстраивать коммуникацию: с заказчиком и коллегами;</p> <p>– умеете пользоваться google-таблицами, google-документами, zoom;</p> <p>– умеете быстро ориентироваться в новой информации и работать с ней;</p> <p>– умеете задавать правильные вопросы и умеете структурировать ответы на них.</p> <p><strong>Плюсами будут:</strong></p> <p>– общее понимание работы интернета и того, как системы обмениваются данными;</p> <p>– умение строить BPM-схемы;</p> <p>– навыки ведения переговоров.</p> <p><strong>Мы предлагаем:</strong></p> <p>– официальное оформление по ТК РФ после прохождения стажировки;</p> <p>– график работы с 9:00 до 18:00 по Москве;</p> <p>– наставника на время всего погружения;</p> <p>– материалы для самостоятельного изучения системы;</p> <p>– возможность быстрого роста до менеджера среднего звена и руководителя проектов;</p> <p>– интересные проекты в портфолио;</p> <p>– много творческих задач;</p> <p>– на старте фиксированная часть: 30 000 рублей + процент от стоимости реализованных проектов;</p> <p>– постепенное повышение дохода в зависимости от компетенций до 80 000 на позиции аналитика;</p> <p>– вертикальный рост до руководителя проектов с другой мотивацией и окладом;</p> <p>– работу из любой точки мира, главное – камера и стабильный интернет.</p> <p><strong>Что дальше?</strong></p> <p>– попросим выполнить небольшое тестовое задание;</p> <p>– пригласим на собеседование, по результатам которого предложим стажировку;</p> <p>– на стажировке расскажем о принципах нашей работы и научим полноценно работать с CRM;</p> <p>– по итогам пройденной стажировки вы получите проект в портфолио и навыки работы с CRM;</p> <p>– выход на работу, ведение проекта в качестве помощника старшего аналитика.</p> <p>Рассмотрим те отклики, которые начинаются с фразы в сопроводительном письме «Хочу работать с amoCRM». Ждем вас!</p>","https://hh.ru/vacancy/46123138","1","Москва","","","FALSE"
"50000","2021-07-13 06:57:35+00","40000","60000","","45480781","Бизнес-аналитик (удаленно)","","","RUR","2021-07-13 06:57:35+00","2021-07-15 23:11:02.638273+00","https://api.hh.ru/vacancies/45480781?host=hh.ru","Dizlab. Digital агентство","<p><strong>Dizlab – ТОП-10 интегратор Битрикс24 в России.</strong></p> <p>Мы занимаемся автоматизацией бизнеса клиентов с помощью web-технологий. Наша компания разрабатывает и внедряет веб-сервисы, интранет-порталы, интернет-магазины и системы автоматизации процессов.</p> <p>В связи с ростом компании нам требуется ассистент бизнес-аналитика.</p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Онлайн-встречи с клиентами компании.</li> <li>Сбор функциональных и технических требований для внедрения Битрикс24 в компании наших клиентов. Моделирование бизнес-процессов.</li> <li>Подбор лучших решений бизнес-задач наших клиентов инструментами Битрикс24.</li> <li>Оценка задач, подготовка проектной документации: ФТ, ТТ, диаграмма Ганта.</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Техническое профильное образование (бизнес-информатика, прикладная информатика, прикладная математика).</li> <li>Знание нотации BPMN 2.0.</li> <li>Понимать, как устроены бизнес-процессы в современной компании и какова роль автоматизации.</li> <li>Понимание азов алгоритмизации и архитектуры программного обеспечения.</li> <li>Отлично владеть устным и письменным русским языком.</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li> <p>Официальное оформление в штат компании.</p> </li> <li> <p>Обучение за счет компании.</p> </li> <li> <p>Выплата заработной платы без задержек.</p> </li> <li> <p>Гибкое начало рабочего дня - с 8:00 до 10:00 по мск. времени.</p> </li> <li> <p>Удалённая работа. При необходимости предоставим рабочий компьютер с двумя мониторами, стол, офисное кресло.</p> </li> <li> <p>Зарплата формируется по итогам собеседования в зависимости от вашего опыта и компетенций.</p> </li> <li> <p>Испытательный срок 2 месяца.</p> </li> </ul>","https://hh.ru/vacancy/45480781","2","Санкт-Петербург","","","FALSE"
